ANNEE_CTR,CONTRAT_ANCIENNETE,FREQUENCE_PAIEMENT_COTISATION,GROUPE_KM,ZONE_RISQUE,AGE_ASSURE_PRINCIPAL,GENRE,DEUXIEME_CONDUCTEUR,ANCIENNETE_PERMIS,ANNEE_CONSTRUCTION,ENERGIE,EQUIPEMENT_SECURITE,VALEUR_DU_BIEN,NB,CHARGE,EXPO
2016,"(0,1]",ANNUEL,[0;20000[,C,38,F,False,70,2014.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2019,"(0,1]",ANNUEL,[0;20000[,B,41,M,True,70,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,364.27049180327873
2017,"(1,2]",ANNUEL,[0;20000[,C,34,M,False,18,2009.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,A,63,F,False,66,2007.0,DIESEL,FAUX,[15000;20000[,0,0.0,236.3524590163933
2021,"(0,1]",MENSUEL,[0;20000[,C,58,F,False,49,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,303.99999999999994
2017,"(1,2]",TRIMESTRIEL,[20000;40000[,A,64,M,False,31,2013.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2019,"(1,2]",TRIMESTRIEL,[0;20000[,B,54,M,True,63,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,364.7486338797813
2021,"(-1,0]",ANNUEL,[20000;40000[,E,40,M,False,28,2019.0,DIESEL,FAUX,[25000;35000[,1,1188.87,261.99999999999994
2018,"(0,1]",MENSUEL,[0;20000[,A,52,F,True,33,2018.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2021,"(0,1]",MENSUEL,[0;20000[,K,53,M,True,28,2010.0,DIESEL,FAUX,[10000;15000[,0,0.0,303.99999999999994
2021,"(5,10]",ANNUEL,[0;20000[,A,45,Autre,True,29,2015.0,ESSENCE,FAUX,[10000;15000[,1,3005.96,303.99999999999994
2017,"(-1,0]",MENSUEL,[0;20000[,C,49,F,False,63,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,184.00000000000006
2019,"(2,5]",MENSUEL,[20000;40000[,A,50,M,False,63,2013.0,ESSENCE,VRAI,[25000;35000[,0,0.0,76.00000000000009
2017,"(0,1]",TRIMESTRIEL,[0;20000[,C,59,M,False,59,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(-1,0]",MENSUEL,[0;20000[,B,60,F,False,37,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,103.00000000000006
2021,"(2,5]",MENSUEL,[20000;40000[,A,35,M,False,58,2016.0,DIESEL,FAUX,[20000;25000[,0,0.0,303.99999999999994
2018,"(2,5]",MENSUEL,[20000;40000[,A,30,F,False,12,2011.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,H,41,F,False,30,2017.0,ESSENCE,VRAI,[0;10000[,0,0.0,303.99999999999994
2021,"(2,5]",MENSUEL,[40000;60000[,B,31,F,True,16,2017.0,DIESEL,VRAI,[20000;25000[,0,0.0,303.99999999999994
2020,"(0,1]",MENSUEL,[0;20000[,C,26,F,False,8,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,160.5601092896176
2020,"(2,5]",ANNUEL,[0;20000[,B,68,M,False,37,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[0;20000[,C,35,M,False,30,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[0;20000[,A,40,F,True,20,2010.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[0;20000[,M,25,F,False,7,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,A,47,M,False,45,2009.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2018,"(0,1]",MENSUEL,[40000;60000[,C,27,M,False,12,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[20000;40000[,C,57,F,False,40,2016.0,ESSENCE,FAUX,[10000;15000[,1,2261.64,365.0
2020,"(-1,0]",MENSUEL,[0;20000[,E,22,F,False,19,2020.0,ESSENCE,FAUX,[10000;15000[,0,0.0,2.9999999999999707
2020,"(1,2]",MENSUEL,[0;20000[,D,50,F,False,30,2017.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[0;20000[,A,54,M,False,63,2002.0,DIESEL,VRAI,[10000;15000[,0,0.0,365.0
2021,"(2,5]",ANNUEL,[0;20000[,C,54,M,False,25,2016.0,DIESEL,FAUX,[35000;99999[,0,0.0,303.99999999999994
2016,"(0,1]",ANNUEL,[0;20000[,C,46,M,True,27,2015.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,G,48,F,False,48,2017.0,ESSENCE,FAUX,[0;10000[,0,0.0,20.0
2019,"(2,5]",ANNUEL,[0;20000[,A,40,M,False,53,2016.0,ESSENCE,VRAI,[20000;25000[,0,0.0,364.6803278688526
2018,"(-1,0]",TRIMESTRIEL,[0;20000[,C,42,F,False,49,2021,DIESEL,FAUX,Inconnu,0,458.19,354.99999999999983
2021,"(1,2]",ANNUEL,[20000;40000[,E,65,M,False,47,2021,DIESEL,FAUX,Inconnu,0,0.0,303.99999999999994
2021,"(2,5]",MENSUEL,[20000;40000[,B,32,F,False,23,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,303.99999999999994
2017,"(0,1]",MENSUEL,[20000;40000[,C,27,F,False,15,2015.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2016,"(0,1]",TRIMESTRIEL,[40000;60000[,A,27,M,False,13,2011.0,DIESEL,FAUX,[15000;20000[,0,0.0,188.4836065573771
2018,"(2,5]",MENSUEL,[0;20000[,A,30,F,False,13,2015.0,DIESEL,VRAI,[15000;20000[,0,0.0,108.99999999999986
2020,"(-1,0]",TRIMESTRIEL,[0;20000[,D,45,F,True,45,2017.0,ESSENCE,VRAI,[15000;20000[,0,0.0,328.68579234972685
2017,"(-1,0]",ANNUEL,[0;20000[,B,49,F,False,70,2021,ESSENCE,FAUX,Inconnu,0,0.0,226.99999999999997
2020,"(2,5]",MENSUEL,[40000;60000[,A,58,F,False,25,2016.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,A,35,M,False,12,2010.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2017,"(0,1]",ANNUEL,[0;20000[,A,30,M,False,63,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2021,"(2,5]",MENSUEL,[0;20000[,A,53,M,False,43,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,303.99999999999994
2017,"(-1,0]",MENSUEL,[40000;60000[,H,43,F,False,46,2016.0,ESSENCE,FAUX,[10000;15000[,0,1136.58,241.0000000000001
2019,"(2,5]",ANNUEL,[0;20000[,C,54,F,False,20,2005.0,DIESEL,FAUX,[10000;15000[,0,0.0,364.37431693989066
2018,"(-1,0]",MENSUEL,[20000;40000[,K,46,M,False,38,2002.0,DIESEL,VRAI,[20000;25000[,0,0.0,122.00000000000009
2021,"(0,1]",MENSUEL,[0;20000[,C,40,F,False,48,2019.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2019,"(0,1]",ANNUEL,[20000;40000[,K,37,M,True,36,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,364.95628415300536
2020,"(0,1]",MENSUEL,[0;20000[,D,30,Autre,False,15,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(0,1]",MENSUEL,[0;20000[,C,35,M,False,16,2016.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2020,"(0,1]",TRIMESTRIEL,[20000;40000[,B,47,F,False,45,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2020,"(-1,0]",MENSUEL,[0;20000[,C,39,M,False,55,2020.0,ESSENCE,FAUX,[15000;20000[,0,0.0,134.00000000000003
2018,"(0,1]",MENSUEL,[0;20000[,C,65,F,False,25,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(-1,0]",TRIMESTRIEL,[0;20000[,C,41,M,True,59,2015.0,DIESEL,FAUX,[25000;35000[,0,0.0,165.0
2020,"(0,1]",ANNUEL,[20000;40000[,C,69,M,False,70,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[0;20000[,B,67,M,False,68,2010.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2019,"(0,1]",ANNUEL,[0;20000[,D,54,M,False,35,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,364.23497267759575
2018,"(2,5]",MENSUEL,[0;20000[,A,47,M,True,36,2011.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[0;20000[,A,42,M,False,47,2016.0,ESSENCE,VRAI,[35000;99999[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,B,39,M,False,33,2015.0,ESSENCE,VRAI,[35000;99999[,0,0.0,303.99999999999994
2016,"(0,1]",ANNUEL,[0;20000[,C,40,F,False,24,2013.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2018,"(0,1]",ANNUEL,[20000;40000[,C,49,M,False,62,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2020,"(0,1]",ANNUEL,[0;20000[,E,42,M,False,64,2020.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[40000;60000[,C,57,M,False,62,2014.0,DIESEL,VRAI,[35000;99999[,0,0.0,27.92349726775958
2020,"(2,5]",MENSUEL,[20000;40000[,B,40,M,False,66,2013.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2018,"(0,1]",MENSUEL,[0;20000[,J,25,M,False,11,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,239.99999999999983
2017,"(1,2]",MENSUEL,[0;20000[,A,52,F,False,34,2012.0,DIESEL,FAUX,[10000;15000[,1,3211.05,68.0000000000001
2018,"(2,5]",ANNUEL,[0;20000[,B,58,M,False,38,2016.0,DIESEL,FAUX,[20000;25000[,0,2363.98,335.99999999999983
2016,"(0,1]",ANNUEL,[0;20000[,A,53,M,False,62,2001.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2021,"(0,1]",MENSUEL,[0;20000[,C,52,F,False,57,2020.0,ESSENCE,FAUX,[15000;20000[,1,3750.0,303.99999999999994
2021,"(2,5]",ANNUEL,[0;20000[,C,41,M,False,21,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,303.99999999999994
2019,"(1,2]",ANNUEL,[0;20000[,B,46,M,False,59,2017.0,ESSENCE,VRAI,[25000;35000[,0,0.0,364.3497267759563
2017,"(1,2]",MENSUEL,[20000;40000[,A,29,F,False,18,2015.0,DIESEL,VRAI,[20000;25000[,0,0.0,180.99999999999997
2018,"(1,2]",ANNUEL,[0;20000[,A,42,F,False,32,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[0;20000[,C,69,M,True,61,2014.0,ESSENCE,FAUX,[10000;15000[,0,1827.78,365.0
2017,"(1,2]",MENSUEL,[20000;40000[,A,50,M,False,62,2005.0,DIESEL,VRAI,[35000;99999[,0,2062.96,365.0
2019,"(-1,0]",MENSUEL,[20000;40000[,C,49,M,False,65,2021,DIESEL,FAUX,Inconnu,0,0.0,245.32786885245918
2018,"(2,5]",ANNUEL,[0;20000[,C,76,M,False,64,2018.0,ESSENCE,FAUX,[0;10000[,0,2859.29,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,24,F,False,5,2015.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2019,"(2,5]",ANNUEL,[0;20000[,H,38,F,False,18,2012.0,ESSENCE,FAUX,[10000;15000[,0,0.0,364.4508196721311
2021,"(0,1]",MENSUEL,[20000;40000[,E,26,F,True,16,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,303.99999999999994
2018,"(0,1]",ANNUEL,[20000;40000[,D,37,M,False,19,2018.0,ESSENCE,FAUX,[10000;15000[,1,166.73,365.0
2018,"(1,2]",TRIMESTRIEL,[0;20000[,C,62,F,False,23,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,D,30,F,False,15,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,199.00000000000009
2021,"(2,5]",MENSUEL,[0;20000[,B,39,M,False,17,2015.0,DIESEL,FAUX,[15000;20000[,0,0.0,303.99999999999994
2018,"(2,5]",TRIMESTRIEL,[0;20000[,B,42,F,False,33,2014.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2020,"(0,1]",TRIMESTRIEL,[0;20000[,B,53,M,True,64,2018.0,ESSENCE,FAUX,[15000;20000[,0,426.56,67.81420765027323
2018,"(0,1]",TRIMESTRIEL,[0;20000[,C,40,M,False,39,2017.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2019,"(2,5]",MENSUEL,[40000;60000[,B,22,F,False,9,2017.0,DIESEL,VRAI,[15000;20000[,0,0.0,364.7486338797813
2016,"(0,1]",ANNUEL,[0;20000[,D,38,M,False,50,2016.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[40000;60000[,B,42,M,False,47,2016.0,DIESEL,VRAI,[25000;35000[,0,1379.58,365.0
2019,"(-1,0]",MENSUEL,[20000;40000[,C,28,F,False,20,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,228.37431693989083
2021,"(2,5]",ANNUEL,[0;20000[,C,57,F,False,30,2018.0,ESSENCE,FAUX,[20000;25000[,0,0.0,249.00000000000009
2019,"(2,5]",ANNUEL,[40000;60000[,B,68,M,False,31,2011.0,DIESEL,VRAI,[35000;99999[,0,0.0,364.7622950819671
2020,"(-1,0]",MENSUEL,[20000;40000[,B,35,F,True,13,2020.0,DIESEL,FAUX,[25000;35000[,0,0.0,306.88524590163945
2020,"(-1,0]",MENSUEL,[0;20000[,D,41,M,False,51,2021.0,ESSENCE,FAUX,[15000;20000[,0,0.0,168.0000000000001
2018,"(0,1]",TRIMESTRIEL,[0;20000[,C,63,M,False,55,2016.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[20000;40000[,B,41,F,False,38,2018.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,44,M,False,28,2010.0,DIESEL,FAUX,[25000;35000[,0,0.0,146.59836065573768
2018,"(2,5]",TRIMESTRIEL,[0;20000[,A,52,M,False,52,2017.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2020,"(1,2]",ANNUEL,[20000;40000[,B,36,F,False,48,2019.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2019,"(-1,0]",MENSUEL,[20000;40000[,K,48,M,False,13,2014.0,DIESEL,FAUX,[10000;15000[,0,0.0,231.99999999999986
2020,"(0,1]",TRIMESTRIEL,[20000;40000[,H,45,M,True,40,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[20000;40000[,C,39,M,False,15,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,6.000000000000014
2017,"(1,2]",MENSUEL,[0;20000[,C,33,M,False,12,2014.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2019,"(-1,0]",MENSUEL,[20000;40000[,A,56,M,False,64,2017.0,DIESEL,FAUX,[10000;15000[,0,0.0,202.44535519125668
2017,"(0,1]",ANNUEL,[0;20000[,D,50,F,True,32,2010.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2018,"(-1,0]",MENSUEL,[40000;60000[,C,30,M,True,40,2015.0,ESSENCE,FAUX,[0;10000[,0,0.0,284.00000000000006
2020,"(-1,0]",ANNUEL,[20000;40000[,C,46,F,False,17,2019.0,ESSENCE,FAUX,[0;10000[,0,0.0,95.0000000000001
2016,"(-1,0]",MENSUEL,[0;20000[,B,58,M,False,56,2008.0,ESSENCE,VRAI,[25000;35000[,0,925.84,111.99999999999994
2019,"(-1,0]",ANNUEL,[20000;40000[,D,27,M,True,12,2018.0,ESSENCE,FAUX,[25000;35000[,0,0.0,274.2486338797813
2017,"(1,2]",MENSUEL,[0;20000[,A,30,F,False,12,2014.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[20000;40000[,D,57,M,True,38,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2016,"(-1,0]",MENSUEL,[0;20000[,B,25,M,False,10,2015.0,ESSENCE,VRAI,[20000;25000[,0,0.0,339.79508196721304
2021,"(0,1]",ANNUEL,[0;20000[,B,51,F,False,38,2019.0,ESSENCE,VRAI,[10000;15000[,0,0.0,303.99999999999994
2019,"(2,5]",MENSUEL,[20000;40000[,B,42,M,False,36,2015.0,DIESEL,VRAI,[25000;35000[,0,0.0,96.9999999999999
2017,"(-1,0]",ANNUEL,[0;20000[,C,67,F,False,20,2016.0,ESSENCE,VRAI,[20000;25000[,0,0.0,165.0
2021,"(-1,0]",MENSUEL,[0;20000[,G,42,F,False,62,2020.0,DIESEL,FAUX,[25000;35000[,0,0.0,207.99999999999994
2021,"(2,5]",MENSUEL,[0;20000[,C,51,F,False,40,2013.0,AUTRE,FAUX,[15000;20000[,0,0.0,229.00000000000014
2018,"(-1,0]",MENSUEL,[0;20000[,E,34,M,False,17,2013.0,ESSENCE,FAUX,[0;10000[,0,0.0,11.999999999999991
2019,"(2,5]",ANNUEL,[20000;40000[,C,62,M,False,59,2014.0,DIESEL,FAUX,[25000;35000[,0,0.0,364.91530054644795
2017,"(1,2]",MENSUEL,[0;20000[,A,72,M,True,69,2011.0,DIESEL,VRAI,[10000;15000[,1,178.23,123.0
2020,"(-1,0]",TRIMESTRIEL,[20000;40000[,C,35,F,True,35,2020.0,ESSENCE,FAUX,[20000;25000[,0,0.0,100.0
2017,"(0,1]",ANNUEL,[40000;60000[,A,48,M,False,28,2018.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2021,"(-1,0]",MENSUEL,[20000;40000[,B,44,M,False,62,2020.0,DIESEL,VRAI,[35000;99999[,0,0.0,47.99999999999982
2020,"(2,5]",MENSUEL,[40000;60000[,J,26,M,False,10,2018.0,DIESEL,FAUX,[15000;20000[,0,0.0,169.5355191256831
2018,"(-1,0]",ANNUEL,[0;20000[,C,52,M,False,29,2016.0,ESSENCE,FAUX,[10000;15000[,0,1133.82,265.0
2021,"(0,1]",MENSUEL,[40000;60000[,A,54,F,False,37,2020.0,ESSENCE,FAUX,[20000;25000[,0,0.0,18.000000000000004
2018,"(-1,0]",MENSUEL,[20000;40000[,B,34,F,False,20,2018.0,DIESEL,FAUX,[20000;25000[,0,0.0,62.99999999999985
2017,"(0,1]",ANNUEL,[0;20000[,B,55,M,False,61,2015.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2021,"(2,5]",MENSUEL,[0;20000[,C,42,F,True,21,2018.0,ESSENCE,VRAI,[15000;20000[,0,2043.14,248.00000000000017
2016,"(-1,0]",MENSUEL,[0;20000[,B,56,F,False,65,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,246.9999999999999
2019,"(1,2]",MENSUEL,[0;20000[,C,23,F,False,9,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,364.87431693989083
2016,"(0,1]",ANNUEL,[40000;60000[,A,56,M,False,62,2009.0,DIESEL,VRAI,[35000;99999[,0,0.0,39.89071038251374
2020,"(-1,0]",MENSUEL,[40000;60000[,K,55,M,False,60,2020.0,DIESEL,FAUX,[35000;99999[,0,0.0,119.00000000000001
2019,"(1,2]",MENSUEL,[0;20000[,C,50,F,False,24,2016.0,DIESEL,VRAI,[35000;99999[,0,0.0,364.57377049180343
2021,"(1,2]",ANNUEL,[0;20000[,C,66,M,False,66,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,303.99999999999994
2021,"(2,5]",ANNUEL,[0;20000[,B,47,M,True,40,2014.0,ESSENCE,FAUX,[25000;35000[,0,0.0,303.99999999999994
2018,"(2,5]",MENSUEL,[0;20000[,A,46,M,False,21,2010.0,DIESEL,FAUX,[10000;15000[,0,0.0,1.9999999999999925
2016,"(0,1]",MENSUEL,[0;20000[,A,58,F,False,2,2015.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2021,"(0,1]",ANNUEL,[20000;40000[,B,63,F,False,26,2020.0,ESSENCE,FAUX,[0;10000[,0,461.12,294.00000000000017
2016,"(0,1]",MENSUEL,[0;20000[,A,64,F,False,64,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[0;20000[,A,17,F,True,5,2002.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[0;20000[,C,77,F,False,30,2008.0,ESSENCE,FAUX,[10000;15000[,0,0.0,196.99999999999991
2021,"(1,2]",MENSUEL,[0;20000[,B,25,M,False,9,2018.0,DIESEL,VRAI,[20000;25000[,0,0.0,303.99999999999994
2021,"(1,2]",MENSUEL,[0;20000[,E,52,M,False,59,2019.0,ESSENCE,FAUX,[0;10000[,0,0.0,58.99999999999987
2018,"(1,2]",MENSUEL,[0;20000[,B,38,M,False,40,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",TRIMESTRIEL,[0;20000[,A,57,M,False,54,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(0,1]",ANNUEL,[0;20000[,A,39,M,False,48,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2020,"(-1,0]",TRIMESTRIEL,[20000;40000[,C,41,F,False,64,2020.0,ESSENCE,FAUX,[10000;15000[,0,0.0,203.99999999999997
2016,"(0,1]",TRIMESTRIEL,[0;20000[,B,38,M,False,48,2015.0,DIESEL,FAUX,[25000;35000[,0,0.0,365.0
2019,"(-1,0]",ANNUEL,[20000;40000[,B,26,F,True,11,2017.0,DIESEL,VRAI,[20000;25000[,0,0.0,53.85245901639331
2021,"(0,1]",ANNUEL,[20000;40000[,B,51,M,False,65,2017.0,DIESEL,VRAI,[15000;20000[,0,0.0,280.0
2020,"(-1,0]",ANNUEL,[20000;40000[,C,53,M,False,24,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,234.00000000000006
2018,"(2,5]",ANNUEL,[0;20000[,A,48,F,False,29,2007.0,ESSENCE,VRAI,[15000;20000[,0,0.0,364.00000000000006
2021,"(-1,0]",ANNUEL,[0;20000[,B,58,M,False,36,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,157.00000000000006
2020,"(1,2]",ANNUEL,[20000;40000[,C,69,M,False,22,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2019,"(-1,0]",MENSUEL,[0;20000[,D,15,M,False,3,2017.0,ESSENCE,VRAI,[15000;20000[,0,0.0,207.43169398907114
2020,"(-1,0]",MENSUEL,[0;20000[,E,63,M,False,41,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,76.00000000000009
2019,"(1,2]",ANNUEL,[0;20000[,C,71,M,False,28,2021,DIESEL,FAUX,Inconnu,0,0.0,365.0
2016,"(0,1]",ANNUEL,[20000;40000[,A,54,M,False,56,2014.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2018,"(0,1]",TRIMESTRIEL,[0;20000[,B,26,M,False,16,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[0;20000[,C,58,Autre,False,67,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2019,"(2,5]",ANNUEL,[0;20000[,A,27,M,True,17,2015.0,ESSENCE,FAUX,[20000;25000[,0,0.0,278.6120218579233
2016,"(0,1]",ANNUEL,[0;20000[,A,55,F,False,44,2011.0,DIESEL,VRAI,[20000;25000[,1,1749.7,365.0
2019,"(2,5]",TRIMESTRIEL,[20000;40000[,C,49,M,False,64,2014.0,ESSENCE,VRAI,[20000;25000[,0,0.0,364.48087431693995
2019,"(-1,0]",ANNUEL,[0;20000[,C,30,F,False,9,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,346.22131147540983
2016,"(0,1]",TRIMESTRIEL,[0;20000[,A,38,M,False,67,2011.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2019,"(-1,0]",MENSUEL,[0;20000[,C,28,F,False,13,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,266.27049180327884
2021,"(-1,0]",MENSUEL,[0;20000[,E,22,F,False,8,2021,DIESEL,FAUX,Inconnu,0,0.0,57.999999999999964
2016,"(0,1]",MENSUEL,[20000;40000[,C,41,F,False,33,2011.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[20000;40000[,C,36,M,False,69,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,30.9153005464481
2019,"(2,5]",MENSUEL,[20000;40000[,C,53,M,False,36,2018.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2019,"(0,1]",TRIMESTRIEL,[20000;40000[,A,22,F,False,11,2017.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2019,"(-1,0]",MENSUEL,[20000;40000[,C,37,M,False,47,2020.0,ESSENCE,FAUX,[20000;25000[,0,0.0,286.2158469945355
2017,"(1,2]",ANNUEL,[0;20000[,A,40,F,False,50,2015.0,ESSENCE,VRAI,[20000;25000[,0,0.0,41.00000000000012
2016,"(0,1]",MENSUEL,[20000;40000[,B,30,M,False,20,2010.0,DIESEL,FAUX,[10000;15000[,0,0.0,191.82786885245895
2016,"(-1,0]",ANNUEL,[0;20000[,A,27,F,True,7,2009.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[40000;60000[,A,42,M,False,56,2012.0,DIESEL,VRAI,[35000;99999[,1,2911.7,365.0
2019,"(0,1]",MENSUEL,[20000;40000[,D,45,F,False,42,2013.0,DIESEL,FAUX,[20000;25000[,0,0.0,364.497267759563
2020,"(-1,0]",TRIMESTRIEL,[20000;40000[,C,43,M,False,65,2020.0,ESSENCE,VRAI,[25000;35000[,0,0.0,119.00000000000001
2016,"(-1,0]",MENSUEL,[60000;99999[,A,49,M,False,38,2013.0,DIESEL,FAUX,[20000;25000[,0,0.0,37.000000000000135
2017,"(-1,0]",ANNUEL,[0;20000[,C,70,F,False,47,2017.0,ESSENCE,FAUX,[35000;99999[,0,0.0,235.99999999999983
2019,"(2,5]",MENSUEL,[0;20000[,A,35,M,True,16,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,364.26502732240425
2021,"(-1,0]",TRIMESTRIEL,[20000;40000[,B,43,F,True,58,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,139.99999999999983
2019,"(1,2]",MENSUEL,[0;20000[,C,48,M,False,39,2019.0,ESSENCE,VRAI,[20000;25000[,0,0.0,364.4836065573772
2017,"(1,2]",MENSUEL,[0;20000[,A,48,F,False,44,2009.0,ESSENCE,FAUX,[0;10000[,0,0.0,177.9999999999999
2021,"(1,2]",MENSUEL,[40000;60000[,B,23,Autre,False,7,2013.0,DIESEL,FAUX,[10000;15000[,0,0.0,138.00000000000003
2021,"(2,5]",MENSUEL,[20000;40000[,A,30,M,False,12,2016.0,DIESEL,VRAI,[0;10000[,0,0.0,152.00000000000017
